Year,ICD Code,Description,Link,Cleaned Description
2025,I26.95,I26.95 Cement embolism of pulmonary artery without acute cor pulmonale,https://www.icd10data.com/ICD10CM/Codes/I00-I99/I26-I28/I26-/I26.95,Cement embolism of pulmonary artery without acute cor pulmonale
2025,I26.96,I26.96 Fat embolism of pulmonary artery without acute cor pulmonale,https://www.icd10data.com/ICD10CM/Codes/I00-I99/I26-I28/I26-/I26.96,Fat embolism of pulmonary artery without acute cor pulmonale
2025,J34.82,J34.82 Nasal valve collapse,https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.82,Nasal valve collapse
2025,J34.820,J34.820 Internal nasal valve collapse,https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.820,Internal nasal valve collapse
2025,J34.8200,"J34.8200 Internal nasal valve collapse, unspecified",https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.8200,"Internal nasal valve collapse, unspecified"
2025,J34.8201,"J34.8201 Internal nasal valve collapse, static",https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.8201,"Internal nasal valve collapse, static"
2025,J34.8202,"J34.8202 Internal nasal valve collapse, dynamic",https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.8202,"Internal nasal valve collapse, dynamic"
2025,J34.821,J34.821 External nasal valve collapse,https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.821,External nasal valve collapse
2025,J34.8210,"J34.8210 External nasal valve collapse, unspecified",https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.8210,"External nasal valve collapse, unspecified"
2025,J34.8211,"J34.8211 External nasal valve collapse, static",https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.8211,"External nasal valve collapse, static"
2025,J34.8212,"J34.8212 External nasal valve collapse, dynamic",https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.8212,"External nasal valve collapse, dynamic"
2025,J34.829,"J34.829 Nasal valve collapse, unspecified",https://www.icd10data.com/ICD10CM/Codes/J00-J99/J30-J39/J34-/J34.829,"Nasal valve collapse, unspecified"
2025,K60.3,K60.3 Anal fistula,https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.3,Anal fistula
2025,K60.30,"K60.30 Anal fistula, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.30,"Anal fistula, unspecified"
2025,K60.31,"K60.31 Anal fistula, simple",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.31,"Anal fistula, simple"
2025,K60.311,"K60.311 Anal fistula, simple, initial",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.311,"Anal fistula, simple, initial"
2025,K60.312,"K60.312 Anal fistula, simple, persistent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.312,"Anal fistula, simple, persistent"
2025,K60.313,"K60.313 Anal fistula, simple, recurrent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.313,"Anal fistula, simple, recurrent"
2025,K60.319,"K60.319 Anal fistula, simple, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.319,"Anal fistula, simple, unspecified"
2025,K60.32,"K60.32 Anal fistula, complex",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.32,"Anal fistula, complex"
2025,K60.321,"K60.321 Anal fistula, complex, initial",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.321,"Anal fistula, complex, initial"
2025,K60.322,"K60.322 Anal fistula, complex, persistent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.322,"Anal fistula, complex, persistent"
2025,K60.323,"K60.323 Anal fistula, complex, recurrent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.323,"Anal fistula, complex, recurrent"
2025,K60.329,"K60.329 Anal fistula, complex, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.329,"Anal fistula, complex, unspecified"
2025,K60.4,K60.4 Rectal fistula,https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.4,Rectal fistula
2025,K60.40,"K60.40 Rectal fistula, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.40,"Rectal fistula, unspecified"
2025,K60.41,"K60.41 Rectal fistula, simple",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.41,"Rectal fistula, simple"
2025,K60.411,"K60.411 Rectal fistula, simple, initial",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.411,"Rectal fistula, simple, initial"
2025,K60.412,"K60.412 Rectal fistula, simple, persistent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.412,"Rectal fistula, simple, persistent"
2025,K60.413,"K60.413 Rectal fistula, simple, recurrent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.413,"Rectal fistula, simple, recurrent"
2025,K60.419,"K60.419 Rectal fistula, simple, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.419,"Rectal fistula, simple, unspecified"
2025,K60.42,"K60.42 Rectal fistula, complex",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.42,"Rectal fistula, complex"
2025,K60.421,"K60.421 Rectal fistula, complex, initial",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.421,"Rectal fistula, complex, initial"
2025,K60.422,"K60.422 Rectal fistula, complex, persistent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.422,"Rectal fistula, complex, persistent"
2025,K60.423,"K60.423 Rectal fistula, complex, recurrent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.423,"Rectal fistula, complex, recurrent"
2025,K60.429,"K60.429 Rectal fistula, complex, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.429,"Rectal fistula, complex, unspecified"
2025,K60.5,K60.5 Anorectal fistula,https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.5,Anorectal fistula
2025,K60.50,"K60.50 Anorectal fistula, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.50,"Anorectal fistula, unspecified"
2025,K60.51,"K60.51 Anorectal fistula, simple",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.51,"Anorectal fistula, simple"
2025,K60.511,"K60.511 Anorectal fistula, simple, initial",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.511,"Anorectal fistula, simple, initial"
2025,K60.512,"K60.512 Anorectal fistula, simple, persistent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.512,"Anorectal fistula, simple, persistent"
2025,K60.513,"K60.513 Anorectal fistula, simple, recurrent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.513,"Anorectal fistula, simple, recurrent"
2025,K60.519,"K60.519 Anorectal fistula, simple, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.519,"Anorectal fistula, simple, unspecified"
2025,K60.52,"K60.52 Anorectal fistula, complex",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.52,"Anorectal fistula, complex"
2025,K60.521,"K60.521 Anorectal fistula, complex, initial",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.521,"Anorectal fistula, complex, initial"
2025,K60.522,"K60.522 Anorectal fistula, complex, persistent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.522,"Anorectal fistula, complex, persistent"
2025,K60.523,"K60.523 Anorectal fistula, complex, recurrent",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.523,"Anorectal fistula, complex, recurrent"
2025,K60.529,"K60.529 Anorectal fistula, complex, unspecified",https://www.icd10data.com/ICD10CM/Codes/K00-K95/K55-K64/K60-/K60.529,"Anorectal fistula, complex, unspecified"
2025,L29.8,L29.8 Other pruritus,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L20-L30/L29-/L29.8,Other pruritus
2025,L29.81,L29.81 Cholestatic pruritus,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L20-L30/L29-/L29.81,Cholestatic pruritus
2025,L29.89,L29.89 Other pruritus,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L20-L30/L29-/L29.89,Other pruritus
2025,L66.1,L66.1 Lichen planopilaris,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.1,Lichen planopilaris
2025,L66.10,"L66.10 Lichen planopilaris, unspecified",https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.10,"Lichen planopilaris, unspecified"
2025,L66.11,L66.11 Classic lichen planopilaris,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.11,Classic lichen planopilaris
2025,L66.12,L66.12 Frontal fibrosing alopecia,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.12,Frontal fibrosing alopecia
2025,L66.19,L66.19 Other lichen planopilaris,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.19,Other lichen planopilaris
2025,L66.8,L66.8 Other cicatricial alopecia,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.8,Other cicatricial alopecia
2025,L66.81,L66.81 Central centrifugal cicatricial alopecia,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.81,Central centrifugal cicatricial alopecia
2025,L66.89,L66.89 Other cicatricial alopecia,https://www.icd10data.com/ICD10CM/Codes/L00-L99/L60-L75/L66-/L66.89,Other cicatricial alopecia
2025,M51.36,"M51.36 Other intervertebral disc degeneration, lumbar region",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.36,"Other intervertebral disc degeneration, lumbar region"
2025,M51.360,"M51.360 Other intervertebral disc degeneration, lumbar region with discogenic back pain only",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.360,"Other intervertebral disc degeneration, lumbar region with discogenic back pain only"
2025,M51.361,"M51.361 Other intervertebral disc degeneration, lumbar region with lower extremity pain only",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.361,"Other intervertebral disc degeneration, lumbar region with lower extremity pain only"
2025,M51.362,"M51.362 Other intervertebral disc degeneration, lumbar region with discogenic back pain and lower extremity pain",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.362,"Other intervertebral disc degeneration, lumbar region with discogenic back pain and lower extremity pain"
2025,M51.369,"M51.369 Other intervertebral disc degeneration, lumbar region without mention of lumbar back pain or lower extremity pain",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.369,"Other intervertebral disc degeneration, lumbar region without mention of lumbar back pain or lower extremity pain"
2025,M51.37,"M51.37 Other intervertebral disc degeneration, lumbosacral region",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.37,"Other intervertebral disc degeneration, lumbosacral region"
2025,M51.370,"M51.370 Other intervertebral disc degeneration, lumbosacral region with discogenic back pain only",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.370,"Other intervertebral disc degeneration, lumbosacral region with discogenic back pain only"
2025,M51.371,"M51.371 Other intervertebral disc degeneration, lumbosacral region with lower extremity pain only",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.371,"Other intervertebral disc degeneration, lumbosacral region with lower extremity pain only"
2025,M51.372,"M51.372 Other intervertebral disc degeneration, lumbosacral region with discogenic back pain and lower extremity pain",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.372,"Other intervertebral disc degeneration, lumbosacral region with discogenic back pain and lower extremity pain"
2025,M51.379,"M51.379 Other intervertebral disc degeneration, lumbosacral region without mention of lumbar back pain or lower extremity pain",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M50-M54/M51-/M51.379,"Other intervertebral disc degeneration, lumbosacral region without mention of lumbar back pain or lower extremity pain"
2025,M62.85,"M62.85 Dysfunction of the multifidus muscles, lumbar region",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M60-M63/M62-/M62.85,"Dysfunction of the multifidus muscles, lumbar region"
2025,M65.9,"M65.9 Synovitis and tenosynovitis, unspecified",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.9,"Synovitis and tenosynovitis, unspecified"
2025,M65.90,"M65.90 Unspecified synovitis and tenosynovitis, unspecified site",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.90,"Unspecified synovitis and tenosynovitis, unspecified site"
2025,M65.91,"M65.91 Unspecified synovitis and tenosynovitis, shoulder",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.91,"Unspecified synovitis and tenosynovitis, shoulder"
2025,M65.911,"M65.911 Unspecified synovitis and tenosynovitis, right shoulder",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.911,"Unspecified synovitis and tenosynovitis, right shoulder"
2025,M65.912,"M65.912 Unspecified synovitis and tenosynovitis, left shoulder",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.912,"Unspecified synovitis and tenosynovitis, left shoulder"
2025,M65.919,"M65.919 Unspecified synovitis and tenosynovitis, unspecified shoulder",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.919,"Unspecified synovitis and tenosynovitis, unspecified shoulder"
2025,M65.92,"M65.92 Unspecified synovitis and tenosynovitis, upper arm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.92,"Unspecified synovitis and tenosynovitis, upper arm"
2025,M65.921,"M65.921 Unspecified synovitis and tenosynovitis, right upper arm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.921,"Unspecified synovitis and tenosynovitis, right upper arm"
2025,M65.922,"M65.922 Unspecified synovitis and tenosynovitis, left upper arm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.922,"Unspecified synovitis and tenosynovitis, left upper arm"
2025,M65.929,"M65.929 Unspecified synovitis and tenosynovitis, unspecified upper arm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.929,"Unspecified synovitis and tenosynovitis, unspecified upper arm"
2025,M65.93,"M65.93 Unspecified synovitis and tenosynovitis, forearm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.93,"Unspecified synovitis and tenosynovitis, forearm"
2025,M65.931,"M65.931 Unspecified synovitis and tenosynovitis, right forearm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.931,"Unspecified synovitis and tenosynovitis, right forearm"
2025,M65.932,"M65.932 Unspecified synovitis and tenosynovitis, left forearm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.932,"Unspecified synovitis and tenosynovitis, left forearm"
2025,M65.939,"M65.939 Unspecified synovitis and tenosynovitis, unspecified forearm",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.939,"Unspecified synovitis and tenosynovitis, unspecified forearm"
2025,M65.94,"M65.94 Unspecified synovitis and tenosynovitis, hand",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.94,"Unspecified synovitis and tenosynovitis, hand"
2025,M65.941,"M65.941 Unspecified synovitis and tenosynovitis, right hand",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.941,"Unspecified synovitis and tenosynovitis, right hand"
2025,M65.942,"M65.942 Unspecified synovitis and tenosynovitis, left hand",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.942,"Unspecified synovitis and tenosynovitis, left hand"
2025,M65.949,"M65.949 Unspecified synovitis and tenosynovitis, unspecified hand",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.949,"Unspecified synovitis and tenosynovitis, unspecified hand"
2025,M65.95,"M65.95 Unspecified synovitis and tenosynovitis, thigh",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.95,"Unspecified synovitis and tenosynovitis, thigh"
2025,M65.951,"M65.951 Unspecified synovitis and tenosynovitis, right thigh",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.951,"Unspecified synovitis and tenosynovitis, right thigh"
2025,M65.952,"M65.952 Unspecified synovitis and tenosynovitis, left thigh",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.952,"Unspecified synovitis and tenosynovitis, left thigh"
2025,M65.959,"M65.959 Unspecified synovitis and tenosynovitis, unspecified thigh",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.959,"Unspecified synovitis and tenosynovitis, unspecified thigh"
2025,M65.96,"M65.96 Unspecified synovitis and tenosynovitis, lower leg",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.96,"Unspecified synovitis and tenosynovitis, lower leg"
2025,M65.961,"M65.961 Unspecified synovitis and tenosynovitis, right lower leg",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.961,"Unspecified synovitis and tenosynovitis, right lower leg"
2025,M65.962,"M65.962 Unspecified synovitis and tenosynovitis, left lower leg",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.962,"Unspecified synovitis and tenosynovitis, left lower leg"
2025,M65.969,"M65.969 Unspecified synovitis and tenosynovitis, unspecified lower leg",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.969,"Unspecified synovitis and tenosynovitis, unspecified lower leg"
2025,M65.97,"M65.97 Unspecified synovitis and tenosynovitis, ankle and foot",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.97,"Unspecified synovitis and tenosynovitis, ankle and foot"
2025,M65.971,"M65.971 Unspecified synovitis and tenosynovitis, right ankle and foot",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.971,"Unspecified synovitis and tenosynovitis, right ankle and foot"
2025,M65.972,"M65.972 Unspecified synovitis and tenosynovitis, left ankle and foot",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.972,"Unspecified synovitis and tenosynovitis, left ankle and foot"
2025,M65.979,"M65.979 Unspecified synovitis and tenosynovitis, unspecified ankle and foot",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.979,"Unspecified synovitis and tenosynovitis, unspecified ankle and foot"
2025,M65.98,"M65.98 Unspecified synovitis and tenosynovitis, other site",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.98,"Unspecified synovitis and tenosynovitis, other site"
2025,M65.99,"M65.99 Unspecified synovitis and tenosynovitis, multiple sites",https://www.icd10data.com/ICD10CM/Codes/M00-M99/M65-M67/M65-/M65.99,"Unspecified synovitis and tenosynovitis, multiple sites"
2025,Q23.8,Q23.8 Other congenital malformations of aortic and mitral valves,https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q23-/Q23.8,Other congenital malformations of aortic and mitral valves
2025,Q23.81,Q23.81 Bicuspid aortic valve,https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q23-/Q23.81,Bicuspid aortic valve
2025,Q23.82,Q23.82 Congenital mitral valve cleft leaflet,https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q23-/Q23.82,Congenital mitral valve cleft leaflet
2025,Q23.88,Q23.88 Other congenital malformations of aortic and mitral valves,https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q23-/Q23.88,Other congenital malformations of aortic and mitral valves
2025,Q87.86,Q87.86 Kleefstra syndrome,https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89/Q87-/Q87.86,Kleefstra syndrome
